HOSP_DISTRICT,HOSP_NAME,CATEGORY_NAME,no_of_patient,total_claim_amount,start_data,end_date
Hyderabad,Sunshine Hospital,NEPHROLOGY,1,12500,2016-08-01,2016-08-31
Hyderabad,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,6,585846,2016-08-01,2016-08-31
Hyderabad,Unimed Healthcare Pvt- Ltd Star Hospitals,CARDIOLOGY,2,95000,2016-08-01,2016-08-31
Hyderabad,Unimed Healthcare Pvt- Ltd Star Hospitals,NEPHROLOGY,3,35500,2016-08-01,2016-08-31
Hyderabad,Vasavi Hospital,NEPHROLOGY,11,292830,2016-08-01,2016-08-31
Hyderabad,Vasavi Hospital,PLASTIC SURGERY,1,40596,2016-08-01,2016-08-31
Hyderabad,Vasavi Hospital,SURGICAL GASTRO ENTEROLOGY,1,25000,2016-08-01,2016-08-31
Hyderabad,Yashoda Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,3,291582,2016-08-01,2016-08-31
Hyderabad,Yashoda Hospitals - Somajiguda,CARDIAC AND CARDIOTHORACIC SURGERY,2,180856,2016-08-01,2016-08-31
Hyderabad,Yashoda Hospitals - Somajiguda,CARDIOLOGY,1,71000,2016-08-01,2016-08-31
Khammam,Area Hospital - Badrachalam,PEDIATRICS,2,65000,2016-08-01,2016-08-31
Khammam,District Hospital-Khammam-,NEPHROLOGY,2,25000,2016-08-01,2016-08-31
Khammam,JAYABHARATHI MULTISPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-08-01,2016-08-31
Khammam,Mamatha General And Super Speciality Hospital A unit of Mamatha Educational Society,NEPHROLOGY,1,12500,2016-08-01,2016-08-31
Khammam,SRI RAKSHA HOSPITALS,POLY TRAUMA,1,19100,2016-08-01,2016-08-31
Khammam,SRI RAKSHA HOSPITALS,PULMONOLOGY,1,15000,2016-08-01,2016-08-31
Khammam,Srujan Ortho And Accident Care Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,3,50480,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,CARDIAC AND CARDIOTHORACIC SURGERY,28,2142578,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,CARDIOLOGY,38,1184878,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,NEPHROLOGY,20,284837,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,NEUROSURGERY,2,107100,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,2,69592,2016-08-01,2016-08-31
Krishna,AAYUSH NRI LEPL HEALTHCARE PVT LTD,POLY TRAUMA,1,25600,2016-08-01,2016-08-31
Krishna,AIMS for CHILD HEALTH,PEDIATRICS,15,820000,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS BHAVANIPURAM PVT LTD,CRITICAL CARE,1,115000,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS BHAVANIPURAM PVT LTD,GASTROENTEROLOGY,1,14000,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS BHAVANIPURAM PVT LTD,NEPHROLOGY,10,141370,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS BHAVANIPURAM PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,1,5000,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS MACHILIPATNAM A UNIT OF VISWADEEP MEDICAL SERVICES PVT LTD,NEPHROLOGY,9,103490,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS MACHILIPATNAM A UNIT OF VISWADEEP MEDICAL SERVICES PVT LTD,ORTHOPEDIC  SURGERY AND PROCEDURES,2,63096,2016-08-01,2016-08-31
Krishna,ANDHRA HOSPITALS MACHILIPATNAM A UNIT OF VISWADEEP MEDICAL SERVICES PVT LTD,POLY TRAUMA,2,70000,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,CARDIAC AND CARDIOTHORACIC SURGERY,50,4118068,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,CARDIOLOGY,2,55000,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,GASTROENTEROLOGY,9,294886,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,GENITO URINARY SURGERIES,2,79280,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,NEPHROLOGY,5,94240,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,NEUROSURGERY,1,102000,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,ORTHOPEDIC  SURGERY AND PROCEDURES,4,69280,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,PEDIATRIC SURGERIES,5,207526,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,PEDIATRICS,2,100000,2016-08-01,2016-08-31
Krishna,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,POLY TRAUMA,6,213000,2016-08-01,2016-08-31
Krishna,Andhra Health Diagnostic Services LimitedGlobal Vijayawada,NEPHROLOGY,35,543680,2016-08-01,2016-08-31
Krishna,Andhra Health Diagnostic Services LimitedGlobal Vijayawada,NEUROLOGY,13,245000,2016-08-01,2016-08-31
Krishna,Andhra Health Diagnostic Services LimitedGlobal Vijayawada,ORTHOPEDIC  SURGERY AND PROCEDURES,5,145000,2016-08-01,2016-08-31
Krishna,Andhra Health Diagnostic Services LimitedGlobal Vijayawada,POLY TRAUMA,3,80000,2016-08-01,2016-08-31
Krishna,Area Hospital - Gudivada,GENERAL SURGERY,1,25000,2016-08-01,2016-08-31
Krishna,Boppana Medicare Limited,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,19910,2016-08-01,2016-08-31
Krishna,Boppana Medicare Limited,NEPHROLOGY,7,103870,2016-08-01,2016-08-31
Krishna,Boppana Medicare Limited,ORTHOPEDIC  SURGERY AND PROCEDURES,1,25000,2016-08-01,2016-08-31
Krishna,CHIKITSA HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Krishna,Citi orthopaedic center,GENITO URINARY SURGERIES,2,50000,2016-08-01,2016-08-31
Krishna,Citi orthopaedic center,ORTHOPEDIC  SURGERY AND PROCEDURES,2,34100,2016-08-01,2016-08-31
Krishna,Citi orthopaedic center,POLY TRAUMA,2,94500,2016-08-01,2016-08-31
Krishna,City Cancer Centre,MEDICAL ONCOLOGY,6,72610,2016-08-01,2016-08-31
Krishna,City Cancer Centre,SURGICAL ONCOLOGY,4,144014,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,ENT  SURGERY,2,16000,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,GASTROENTEROLOGY,1,20000,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,GENERAL SURGERY,14,305120,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,GENITO URINARY SURGERIES,1,15530,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,NEUROLOGY,1,29230,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,PEDIATRICS,38,1165000,2016-08-01,2016-08-31
Krishna,District Hospital - Machilipatnam,POLY TRAUMA,3,55200,2016-08-01,2016-08-31
Krishna,Dr.Ramesh Cardiac And Multispeciality Hospital Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,30,2886760,2016-08-01,2016-08-31
Krishna,Dr.Ramesh Cardiac And Multispeciality Hospital Ltd,CARDIOLOGY,35,990840,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,GASTROENTEROLOGY,1,28200,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,GENERAL SURGERY,28,661070,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,NEPHROLOGY,71,895100,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,NEUROSURGERY,4,84950,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,ORTHOPEDIC  SURGERY AND PROCEDURES,3,14580,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,PEDIATRICS,1,7000,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,PLASTIC SURGERY,9,201213,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,POLY TRAUMA,11,234900,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,PULMONOLOGY,1,17300,2016-08-01,2016-08-31
Krishna,Govt. General Hospital- Vijayawada,SURGICAL ONCOLOGY,2,58200,2016-08-01,2016-08-31
Krishna,HCG Curie City Cancer Centre Health Care Global Enterprises Ltd,MEDICAL ONCOLOGY,6,18000,2016-08-01,2016-08-31
Krishna,HCG Curie City Cancer Centre Health Care Global Enterprises Ltd,RADIATION ONCOLOGY,6,248250,2016-08-01,2016-08-31
Krishna,Heart Care Centre,CARDIAC AND CARDIOTHORACIC SURGERY,3,296702,2016-08-01,2016-08-31
Krishna,Heart Care Centre,CARDIOLOGY,28,743000,2016-08-01,2016-08-31
Krishna,Help Hospitals Pvt Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,16,1637416,2016-08-01,2016-08-31
Krishna,Help Hospitals Pvt Ltd,CARDIOLOGY,7,200000,2016-08-01,2016-08-31
Krishna,Help Hospitals Pvt Ltd,GENITO URINARY SURGERIES,2,86746,2016-08-01,2016-08-31
Krishna,Help Hospitals Pvt Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,6,156456,2016-08-01,2016-08-31
Krishna,Help Hospitals Pvt Ltd,POLY TRAUMA,1,15000,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,18,1292678,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,CARDIOLOGY,3,70000,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,ENT  SURGERY,2,30160,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,GENITO URINARY SURGERIES,2,68738,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,NEPHROLOGY,36,550920,2016-08-01,2016-08-31
Krishna,KAMINENI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,11,337912,2016-08-01,2016-08-31
Krishna,LIFE LINE TRIMURTY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-08-01,2016-08-31
Krishna,M V S Accident Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,5,75480,2016-08-01,2016-08-31
Krishna,M V S Accident Hospital,POLY TRAUMA,8,231500,2016-08-01,2016-08-31
Krishna,METRO SUPERSPECIALITY HOSPITALS,NEUROSURGERY,1,72000,2016-08-01,2016-08-31
Krishna,METRO SUPERSPECIALITY HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,4,55000,2016-08-01,2016-08-31
Krishna,METRO SUPERSPECIALITY HOSPITALS,POLY TRAUMA,1,41500,2016-08-01,2016-08-31
Krishna,Nagarjuna Hospital,GASTROENTEROLOGY,1,46000,2016-08-01,2016-08-31
Krishna,Nagarjuna Hospital,MEDICAL ONCOLOGY,2,17350,2016-08-01,2016-08-31
Krishna,Nagarjuna Hospital,NEPHROLOGY,19,221725,2016-08-01,2016-08-31
Krishna,Nagarjuna Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,3,71000,2016-08-01,2016-08-31
Krishna,Nagarjuna Hospital,SURGICAL ONCOLOGY,2,87140,2016-08-01,2016-08-31
Krishna,PRAVEEN CARDIAC CENTRE,CARDIAC AND CARDIOTHORACIC SURGERY,13,1230688,2016-08-01,2016-08-31
Krishna,PRAVEEN CARDIAC CENTRE,CARDIOLOGY,50,1500000,2016-08-01,2016-08-31
Krishna,PRAVEEN CARDIAC CENTRE,NEUROLOGY,12,228700,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,18,1351966,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CARDIOLOGY,5,95000,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CRITICAL CARE,1,70000,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,ENT  SURGERY,1,18240,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,GENERAL SURGERY,1,24120,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,GENITO URINARY SURGERIES,1,20000,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,NEPHROLOGY,13,165080,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,NEUROLOGY,6,104000,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,2,68228,2016-08-01,2016-08-31
Krishna,Pinnamaneni Institue Of Medical Sciences,PEDIATRICS,5,205000,2016-08-01,2016-08-31
Krishna,Prasanth Hospital,GENITO URINARY SURGERIES,6,202840,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,CARDIAC AND CARDIOTHORACIC SURGERY,26,2295850,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,CARDIOLOGY,14,369800,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,GASTROENTEROLOGY,5,86866,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,GENITO URINARY SURGERIES,5,125402,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,NEPHROLOGY,34,463753,2016-08-01,2016-08-31
Krishna,SENTINI HOSPITALS PRIVATE LIMITED,ORTHOPEDIC  SURGERY AND PROCEDURES,9,250384,2016-08-01,2016-08-31
Krishna,SRI ANUHOSPITALS Pvt  Ltd,NEPHROLOGY,7,72210,2016-08-01,2016-08-31
Krishna,SRI ANUHOSPITALS Pvt  Ltd,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Krishna,SRI ANUHOSPITALS Pvt  Ltd,PEDIATRIC SURGERIES,1,48000,2016-08-01,2016-08-31
Krishna,SUNRISE HOSPITALS,GASTROENTEROLOGY,1,10000,2016-08-01,2016-08-31
Krishna,SUNRISE HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,6,80000,2016-08-01,2016-08-31
Krishna,SUNRISE HOSPITALS,POLY TRAUMA,2,60000,2016-08-01,2016-08-31
Krishna,Svr Neuro Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,4,94708,2016-08-01,2016-08-31
Krishna,Time Hospitals Private Limited,ORTHOPEDIC  SURGERY AND PROCEDURES,2,30000,2016-08-01,2016-08-31
Krishna,Time Hospitals Private Limited,POLY TRAUMA,2,65000,2016-08-01,2016-08-31
Krishna,Trust Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,15,345580,2016-08-01,2016-08-31
Krishna,Trust Hospital,POLY TRAUMA,9,230900,2016-08-01,2016-08-31
Krishna,Usha Cardiac Centre Limited,CARDIAC AND CARDIOTHORACIC SURGERY,14,1036956,2016-08-01,2016-08-31
Krishna,Usha Cardiac Centre Limited,CARDIOLOGY,15,532685,2016-08-01,2016-08-31
Krishna,VIJAY ORTHOPEDIC AND ACCIDENT CARE,GENERAL SURGERY,1,50000,2016-08-01,2016-08-31
Krishna,VIJAYA SUPER SPECIALITY HOSPITAL,GENITO URINARY SURGERIES,7,151140,2016-08-01,2016-08-31
Krishna,VIJAYA SUPER SPECIALITY HOSPITAL,NEPHROLOGY,42,683780,2016-08-01,2016-08-31
Krishna,VIJAYA SUPER SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,4,87828,2016-08-01,2016-08-31
Kurnool,AMMA HOSPITAL,ENT  SURGERY,7,90390,2016-08-01,2016-08-31
Kurnool,AMMA HOSPITAL,GENERAL SURGERY,2,50000,2016-08-01,2016-08-31
Kurnool,AMMA HOSPITAL,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Kurnool,Aayushman Hospital,GENITO URINARY SURGERIES,4,124280,2016-08-01,2016-08-31
Kurnool,Aayushman Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,4,113228,2016-08-01,2016-08-31
Kurnool,Aayushman Hospital,POLY TRAUMA,1,30000,2016-08-01,2016-08-31
Kurnool,BALAJI HOSPITAL,ENT  SURGERY,2,30160,2016-08-01,2016-08-31
Kurnool,BALAJI HOSPITAL,GENITO URINARY SURGERIES,1,25000,2016-08-01,2016-08-31
Kurnool,BALAJI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Kurnool,District Hospital - Nandyal,GENERAL SURGERY,3,81410,2016-08-01,2016-08-31
Kurnool,District Hospital - Nandyal,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,17500,2016-08-01,2016-08-31
Kurnool,District Hospital - Nandyal,ORTHOPEDIC  SURGERY AND PROCEDURES,2,35000,2016-08-01,2016-08-31
Kurnool,District Hospital - Nandyal,PEDIATRICS,8,180000,2016-08-01,2016-08-31
Kurnool,District Hospital - Nandyal,POLY TRAUMA,3,13800,2016-08-01,2016-08-31
Kurnool,G V R Children Hospital,PEDIATRICS,1,40000,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,CARDIAC AND CARDIOTHORACIC SURGERY,10,685100,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,CARDIOLOGY,51,1212000,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,CRITICAL CARE,21,593100,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,DERMATOLOGY,1,20570,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,ENDOCRINOLOGY,1,12500,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,ENT  SURGERY,15,207210,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,GASTROENTEROLOGY,25,632940,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,GENERAL MEDICINE,6,121400,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,GENERAL SURGERY,48,1259582,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,GENITO URINARY SURGERIES,3,101550,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,GYNAECOLOGY AND OBSTETRICS  SURGERY,8,143700,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,MEDICAL ONCOLOGY,20,53600,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,NEPHROLOGY,93,1243762,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,NEUROLOGY,146,2460922,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,NEUROSURGERY,77,2944652,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,OPHTHALMOLOGY  SURGERY,3,30940,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,ORTHOPEDIC  SURGERY AND PROCEDURES,6,116180,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,PEDIATRIC SURGERIES,16,403430,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,PEDIATRICS,37,774300,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,PLASTIC SURGERY,7,175730,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,POLY TRAUMA,40,927000,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,PULMONOLOGY,1,22300,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,RADIATION ONCOLOGY,6,98000,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,SURGICAL GASTRO ENTEROLOGY,4,218226,2016-08-01,2016-08-31
Kurnool,Govt General Hospital Kurnool,SURGICAL ONCOLOGY,3,108450,2016-08-01,2016-08-31
Kurnool,Gowri Gopal Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,21,2193814,2016-08-01,2016-08-31
Kurnool,Gowri Gopal Hospital,CARDIOLOGY,26,689000,2016-08-01,2016-08-31
Kurnool,Gowri Gopal Hospital,NEPHROLOGY,33,447490,2016-08-01,2016-08-31
Kurnool,Gowri Gopal Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Kurnool,Medicare Hospitals,GENERAL SURGERY,1,25000,2016-08-01,2016-08-31
Kurnool,Medicare Hospitals,GENITO URINARY SURGERIES,15,437286,2016-08-01,2016-08-31
Kurnool,Medicare Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-08-01,2016-08-31
Kurnool,Medicare Hospitals,POLY TRAUMA,21,605000,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIAC AND CARDIOTHORACIC SURGERY,5,365050,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",CARDIOLOGY,25,620000,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",NEPHROLOGY,43,574256,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",ORTHOPEDIC  SURGERY AND PROCEDURES,2,25000,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",PEDIATRIC SURGERIES,1,40000,2016-08-01,2016-08-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",PULMONOLOGY,1,40000,2016-08-01,2016-08-31
Kurnool,SANJEEVANI HEALTH CARE,GENITO URINARY SURGERIES,1,5000,2016-08-01,2016-08-31
Kurnool,SANJEEVANI HEALTH CARE,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Kurnool,SRI SAI SATYA HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,10,341140,2016-08-01,2016-08-31
Kurnool,SRI VIJAYA DURGA CARDIAC CENTRE,CARDIAC AND CARDIOTHORACIC SURGERY,13,1078112,2016-08-01,2016-08-31
Kurnool,SRI VIJAYA DURGA CARDIAC CENTRE,CARDIOLOGY,22,560000,2016-08-01,2016-08-31
Kurnool,SUSEELANETRALAYAANDMATERNITYHOSPITAL,OPHTHALMOLOGY  SURGERY,3,40726,2016-08-01,2016-08-31
Kurnool,Shantiram Medical College  General Hospital,GENERAL SURGERY,1,21420,2016-08-01,2016-08-31
Kurnool,Shantiram Medical College  General Hospital,GENITO URINARY SURGERIES,4,101890,2016-08-01,2016-08-31
Kurnool,Shantiram Medical College  General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,36000,2016-08-01,2016-08-31
Kurnool,Shantiram Medical College  General Hospital,POLY TRAUMA,2,51500,2016-08-01,2016-08-31
Kurnool,VISWABHARATHI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-08-01,2016-08-31
Kurnool,VISWABHARATHI HOSPITAL,PEDIATRIC SURGERIES,2,50000,2016-08-01,2016-08-31
Kurnool,Vijaya Hospital - Kurnool,ORTHOPEDIC  SURGERY AND PROCEDURES,6,130000,2016-08-01,2016-08-31
Kurnool,Viswabharathi Cancer Hospital,MEDICAL ONCOLOGY,5,38110,2016-08-01,2016-08-31
Kurnool,Viswabharathi Cancer Hospital,RADIATION ONCOLOGY,10,375750,2016-08-01,2016-08-31
Kurnool,Viswabharathi Cancer Hospital,SURGICAL ONCOLOGY,5,250746,2016-08-01,2016-08-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,NEPHROLOGY,54,672500,2016-08-01,2016-08-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-08-01,2016-08-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,PULMONOLOGY,2,50000,2016-08-01,2016-08-31
Nellore,Anasuya Institute Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,1,65010,2016-08-01,2016-08-31
Nellore,Anasuya Institute Of Medical Sciences,CARDIOLOGY,6,150000,2016-08-01,2016-08-31
Nellore,Anasuya Institute Of Medical Sciences,ORTHOPEDIC  SURGERY AND PROCEDURES,3,78228,2016-08-01,2016-08-31
Nellore,Aravind Kidney Center,GENITO URINARY SURGERIES,2,59280,2016-08-01,2016-08-31
Nellore,Aravind Kidney Center,NEPHROLOGY,110,1647082,2016-08-01,2016-08-31
Nellore,Government General Hospital - Nellore,GENERAL SURGERY,17,424520,2016-08-01,2016-08-31
Nellore,Government General Hospital - Nellore,NEPHROLOGY,90,1090520,2016-08-01,2016-08-31
Nellore,Government General Hospital - Nellore,POLY TRAUMA,1,15000,2016-08-01,2016-08-31
Nellore,Ircs Cancer Hospital Indian Red Cross Society Cancer Hospital,MEDICAL ONCOLOGY,10,50300,2016-08-01,2016-08-31
Nellore,Ircs Cancer Hospital Indian Red Cross Society Cancer Hospital,RADIATION ONCOLOGY,1,26000,2016-08-01,2016-08-31
Nellore,Ircs Cancer Hospital Indian Red Cross Society Cancer Hospital,SURGICAL ONCOLOGY,2,90060,2016-08-01,2016-08-31
Nellore,Jayabharat Hospital,NEPHROLOGY,1,12500,2016-08-01,2016-08-31
Nellore,Jayabharat Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,20000,2016-08-01,2016-08-31
Nellore,Jayabharat Hospital,POLY TRAUMA,1,27300,2016-08-01,2016-08-31
Nellore,Kandukuri Hospital,GENERAL SURGERY,3,75870,2016-08-01,2016-08-31
Nellore,Kandukuri Hospital,GENITO URINARY SURGERIES,2,60000,2016-08-01,2016-08-31
Nellore,Kandukuri Hospital,NEUROSURGERY,2,100000,2016-08-01,2016-08-31
Nellore,Kandukuri Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,35000,2016-08-01,2016-08-31
Nellore,Kandukuri Hospital,POLY TRAUMA,8,246684,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,CARDIAC AND CARDIOTHORACIC SURGERY,20,1757550,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,CARDIOLOGY,18,380000,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,CRITICAL CARE,19,1071350,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,GASTROENTEROLOGY,8,249000,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,GENERAL MEDICINE,1,50000,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,NEPHROLOGY,123,1676837,2016-08-01,2016-08-31
Nellore,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,NEUROLOGY,14,299560,2016-08-01,2016-08-31
